ID,TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS,genre_list,genre_count
215,215,14,31,15/215.mp3,151.4,Metal,['Metal'],1
1197000,1197000,461903,143986,00/1197000.mp3,205.4,Elektronika;House,"['Elektronika', 'House']",2
1197003,1197003,461903,143986,03/1197003.mp3,373.7,Elektronika;House,"['Elektronika', 'House']",2
219,219,14,31,19/219.mp3,199.4,Metal,['Metal'],1
228,228,14,31,28/228.mp3,190.8,Metal,['Metal'],1
231,231,14,31,31/231.mp3,276.1,Metal,['Metal'],1
1197771,1197771,462027,144102,71/1197771.mp3,360.3,Elektronika;Techno,"['Elektronika', 'Techno']",2
1197780,1197780,360991,144105,80/1197780.mp3,182.7,Blues;Jazz,"['Blues', 'Jazz']",2
1197941,1197941,442846,144117,41/1197941.mp3,298.4,Metal,['Metal'],1
390,390,20,46,90/390.mp3,133.7,Klasyczna,['Klasyczna'],1
1198547,1198547,419438,144193,47/1198547.mp3,167.8,House,['House'],1
1198548,1198548,419438,144193,48/1198548.mp3,172.1,House,['House'],1
1198549,1198549,419438,144193,49/1198549.mp3,174.4,House,['House'],1
1198551,1198551,419438,144193,51/1198551.mp3,140.7,House,['House'],1
853,853,99,139,53/853.mp3,226.1,Pop;Funk,"['Pop', 'Funk']",2
1198554,1198554,419438,144193,54/1198554.mp3,151.0,House,['House'],1
854,854,99,139,54/854.mp3,246.9,Pop;Funk,"['Pop', 'Funk']",2
1198670,1198670,419438,144199,70/1198670.mp3,135.2,Hip-Hop,['Hip-Hop'],1
1198671,1198671,419438,144199,71/1198671.mp3,168.5,House,['House'],1
1198673,1198673,419438,144199,73/1198673.mp3,161.3,Funk,['Funk'],1
1198675,1198675,419438,144199,75/1198675.mp3,134.5,Funk,['Funk'],1
957,957,87,149,57/957.mp3,239.8,Ambient;Elektronika,"['Ambient', 'Elektronika']",2
1094,1094,159,173,94/1094.mp3,271.6,Pop;Elektronika,"['Pop', 'Elektronika']",2
1095,1095,159,173,95/1095.mp3,312.1,Pop;Elektronika,"['Pop', 'Elektronika']",2
1098,1098,159,173,98/1098.mp3,494.3,Pop;Elektronika,"['Pop', 'Elektronika']",2
1199054,1199054,419438,144242,54/1199054.mp3,150.0,Hip-Hop;Elektronika,"['Hip-Hop', 'Elektronika']",2
1103,1103,5,174,03/1103.mp3,234.8,Metal,['Metal'],1
1199057,1199057,419438,144242,57/1199057.mp3,212.3,Elektronika;House,"['Elektronika', 'House']",2
1105,1105,5,174,05/1105.mp3,255.1,Rock,['Rock'],1
1161,1161,159,180,61/1161.mp3,323.0,Pop;Elektronika,"['Pop', 'Elektronika']",2
1199568,1199568,368142,144290,68/1199568.mp3,137.5,Ambient,['Ambient'],1
1263,1263,209,196,63/1263.mp3,256.0,Pop,['Pop'],1
1199610,1199610,462229,144294,10/1199610.mp3,212.1,Rock;Hip-Hop;Funk;Jazz,"['Rock', 'Hip-Hop', 'Funk', 'Jazz']",4
1293,1293,193,198,93/1293.mp3,127.9,Rock;Elektronika,"['Rock', 'Elektronika']",2
1201476,1201476,363592,144392,76/1201476.mp3,202.7,Hip-Hop,['Hip-Hop'],1
1201477,1201477,363592,144392,77/1201477.mp3,207.1,Hip-Hop,['Hip-Hop'],1
1201478,1201478,363592,144392,78/1201478.mp3,232.6,Hip-Hop,['Hip-Hop'],1
1201669,1201669,356323,144362,69/1201669.mp3,340.0,Rock;Blues,"['Rock', 'Blues']",2
1731,1731,264,252,31/1731.mp3,333.1,Rock;Pop,"['Rock', 'Pop']",2
1201675,1201675,356323,144362,75/1201675.mp3,342.7,Rock;Blues,"['Rock', 'Blues']",2
1201977,1201977,462886,144436,77/1201977.mp3,308.1,Rock,['Rock'],1
2081,2081,314,327,81/2081.mp3,111.3,Funk;Elektronika,"['Funk', 'Elektronika']",2
1201980,1201980,462886,144436,80/1201980.mp3,157.8,Blues;Rock;Pop,"['Blues', 'Rock', 'Pop']",3
1202100,1202100,375104,144456,00/1202100.mp3,180.0,Rock;Pop,"['Rock', 'Pop']",2
2170,2170,326,347,70/2170.mp3,293.8,Ambient;Elektronika,"['Ambient', 'Elektronika']",2
1202180,1202180,462917,144454,80/1202180.mp3,113.2,Hip-Hop,['Hip-Hop'],1
2215,2215,276,357,15/2215.mp3,281.1,Jazz;Funk,"['Jazz', 'Funk']",2
1202190,1202190,462917,144454,90/1202190.mp3,239.3,Hip-Hop;Pop,"['Hip-Hop', 'Pop']",2
1202372,1202372,368175,144517,72/1202372.mp3,248.8,Blues;Rock;Pop,"['Blues', 'Rock', 'Pop']",3
1202911,1202911,368175,144517,11/1202911.mp3,264.3,Rock;Pop;Latin,"['Rock', 'Pop', 'Latin']",3
1202920,1202920,368175,144517,20/1202920.mp3,288.9,Pop;Latin,"['Pop', 'Latin']",2
2264,2264,320,366,64/2264.mp3,835.4,Rock,['Rock'],1
1203194,1203194,456946,144533,94/1203194.mp3,182.4,Rock;Pop,"['Rock', 'Pop']",2
1203195,1203195,456946,144533,95/1203195.mp3,176.4,Pop,['Pop'],1
1203203,1203203,456946,144532,03/1203203.mp3,277.7,Rock,['Rock'],1
1203323,1203323,360430,144548,23/1203323.mp3,244.9,Hip-Hop,['Hip-Hop'],1
3098,3098,486,482,98/3098.mp3,170.0,Pop,['Pop'],1
3103,3103,486,482,03/3103.mp3,203.0,Pop,['Pop'],1
1203505,1203505,463202,144574,05/1203505.mp3,369.4,Ambient;Elektronika,"['Ambient', 'Elektronika']",2
1203659,1203659,426192,144318,59/1203659.mp3,210.0,Rock;Pop,"['Rock', 'Pop']",2
1203665,1203665,426192,144318,65/1203665.mp3,218.0,Blues;Rock,"['Blues', 'Rock']",2
1203669,1203669,426192,144318,69/1203669.mp3,200.0,Blues;Rock,"['Blues', 'Rock']",2
1203819,1203819,463257,144618,19/1203819.mp3,228.2,Blues;Hip-Hop,"['Blues', 'Hip-Hop']",2
1203872,1203872,368762,144623,72/1203872.mp3,258.5,Klasyczna,['Klasyczna'],1
3348,3348,517,521,48/3348.mp3,253.3,Pop,['Pop'],1
1203876,1203876,368762,144623,76/1203876.mp3,312.0,Klasyczna,['Klasyczna'],1
3437,3437,14,545,37/3437.mp3,107.8,Metal,['Metal'],1
3445,3445,14,545,45/3445.mp3,171.8,Metal,['Metal'],1
3449,3449,14,545,49/3449.mp3,113.4,Metal,['Metal'],1
1203946,1203946,3682,144637,46/1203946.mp3,206.3,Funk,['Funk'],1
3454,3454,14,545,54/3454.mp3,149.9,Metal,['Metal'],1
3517,3517,530,552,17/3517.mp3,289.3,Elektronika;Techno,"['Elektronika', 'Techno']",2
3669,3669,560,572,69/3669.mp3,241.2,Elektronika,['Elektronika'],1
3674,3674,560,572,74/3674.mp3,98.6,Elektronika,['Elektronika'],1
3685,3685,560,572,85/3685.mp3,73.1,Elektronika,['Elektronika'],1
3901,3901,508,612,01/3901.mp3,227.4,Elektronika,['Elektronika'],1
3903,3903,508,612,03/3903.mp3,192.2,Elektronika,['Elektronika'],1
1204590,1204590,443569,144696,90/1204590.mp3,465.0,Blues;Jazz,"['Blues', 'Jazz']",2
1204622,1204622,443569,144696,22/1204622.mp3,572.6,Blues,['Blues'],1
1204669,1204669,463402,144705,69/1204669.mp3,212.1,Pop,['Pop'],1
3961,3961,357,621,61/3961.mp3,425.8,Funk,['Funk'],1
3963,3963,357,621,63/3963.mp3,315.5,Funk,['Funk'],1
1204818,1204818,462768,144725,18/1204818.mp3,262.8,Rock;Pop,"['Rock', 'Pop']",2
3964,3964,357,621,64/3964.mp3,279.8,Funk,['Funk'],1
4243,4243,594,665,43/4243.mp3,240.8,Pop,['Pop'],1
4393,4393,644,691,93/4393.mp3,340.8,Rock;Elektronika,"['Rock', 'Elektronika']",2
4563,4563,332,709,63/4563.mp3,242.1,Blues,['Blues'],1
1205078,1205078,463180,144559,78/1205078.mp3,213.1,Ambient,['Ambient'],1
4633,4633,87,718,33/4633.mp3,217.4,Ambient;Elektronika,"['Ambient', 'Elektronika']",2
4637,4637,87,718,37/4637.mp3,238.7,Elektronika,['Elektronika'],1
1205644,1205644,460494,144680,44/1205644.mp3,233.7,Elektronika;Techno,"['Elektronika', 'Techno']",2
4640,4640,87,718,40/4640.mp3,262.4,Ambient;Pop;Elektronika,"['Ambient', 'Pop', 'Elektronika']",3
1205766,1205766,368175,144853,66/1205766.mp3,281.0,Pop;Latin,"['Pop', 'Latin']",2
5087,5087,696,786,87/5087.mp3,109.1,Jazz,['Jazz'],1
5088,5088,696,786,88/5088.mp3,230.3,Blues;Jazz,"['Blues', 'Jazz']",2
1205831,1205831,463441,144776,31/1205831.mp3,324.0,Elektronika;Techno,"['Elektronika', 'Techno']",2
1205844,1205844,438431,144856,44/1205844.mp3,211.4,Jazz,['Jazz'],1
5486,5486,786,853,86/5486.mp3,756.2,Reggae;Pop,"['Reggae', 'Pop']",2
1206767,1206767,461498,144962,67/1206767.mp3,280.8,Jazz;Latin,"['Jazz', 'Latin']",2
1206768,1206768,461498,144962,68/1206768.mp3,220.0,Jazz;Latin,"['Jazz', 'Latin']",2
5695,5695,797,873,95/5695.mp3,267.8,Pop,['Pop'],1
5696,5696,797,873,96/5696.mp3,190.2,Pop,['Pop'],1
