TRACK_ID,ARTIST_ID,ALBUM_ID,PATH,DURATION,TAGS
214,14,31,14/214.mp3,124.6,Rock
215,14,31,15/215.mp3,151.4,Metal
216,14,31,16/216.mp3,234.9,Metal
217,14,31,17/217.mp3,127.9,Rock
218,14,31,18/218.mp3,180.7,Rock
219,14,31,19/219.mp3,199.4,Metal
220,14,31,20/220.mp3,174.3,Rock
221,14,31,21/221.mp3,224.6,Rock
222,14,31,22/222.mp3,161.9,Rock
223,14,31,23/223.mp3,217.9,Metal
224,14,31,24/224.mp3,109.6,Rock
225,14,31,25/225.mp3,205.3,Rock
226,14,31,26/226.mp3,222.8,Metal
227,14,31,27/227.mp3,245.4,Metal
228,14,31,28/228.mp3,190.8,Metal
229,14,31,29/229.mp3,180.8,Metal
230,14,31,30/230.mp3,124.5,Metal
231,14,31,31/231.mp3,276.1,Metal
241,5,33,41/241.mp3,340.1,Rock
242,5,33,42/242.mp3,248.5,Rock
243,5,33,43/243.mp3,249.5,Rock
244,5,33,44/244.mp3,270.2,Rock
245,5,33,45/245.mp3,155.5,Rock
246,5,33,46/246.mp3,239.2,Rock
247,5,33,47/247.mp3,85.9,Pop;Rock
382,20,46,82/382.mp3,211.1,Klasyczna
383,20,46,83/383.mp3,113.1,Klasyczna
384,20,46,84/384.mp3,115.7,Klasyczna
385,20,46,85/385.mp3,177.3,Klasyczna
386,20,46,86/386.mp3,103.4,Klasyczna
387,20,46,87/387.mp3,257.1,Klasyczna
388,20,46,88/388.mp3,124.6,Klasyczna
389,20,46,89/389.mp3,150.8,Klasyczna
390,20,46,90/390.mp3,133.7,Klasyczna
391,20,46,91/391.mp3,82.1,Klasyczna
392,20,46,92/392.mp3,127.3,Klasyczna
393,20,46,93/393.mp3,132.2,Klasyczna
394,20,46,94/394.mp3,143.2,Klasyczna
395,20,46,95/395.mp3,111.3,Klasyczna
759,103,124,59/759.mp3,379.8,Pop
760,103,124,60/760.mp3,187.0,Pop
761,103,124,61/761.mp3,203.3,Pop
762,103,124,62/762.mp3,407.0,Pop
763,103,124,63/763.mp3,145.9,Pop
764,103,124,64/764.mp3,220.2,Pop
765,103,124,65/765.mp3,233.0,Pop
766,103,125,66/766.mp3,216.5,Folk;Pop
767,103,125,67/767.mp3,235.2,Pop
768,103,125,68/768.mp3,293.0,Pop
769,103,125,69/769.mp3,84.3,Pop
770,103,125,70/770.mp3,216.1,Pop
771,103,125,71/771.mp3,160.5,Pop
772,103,125,72/772.mp3,274.9,Pop
773,104,126,73/773.mp3,275.3,Elektronika
774,104,126,74/774.mp3,239.9,Elektronika
775,104,126,75/775.mp3,198.1,Elektronika
776,104,126,76/776.mp3,190.2,Elektronika
808,114,131,08/808.mp3,265.6,Pop;Rock
809,114,131,09/809.mp3,213.0,Pop;Rock
810,114,131,10/810.mp3,642.4,Pop;Rock
843,114,136,43/843.mp3,298.7,Pop;Rock
844,114,136,44/844.mp3,172.3,Pop;Rock
851,99,139,51/851.mp3,131.9,Funk;Pop
852,99,139,52/852.mp3,250.7,Funk;Pop
853,99,139,53/853.mp3,226.1,Funk;Pop
854,99,139,54/854.mp3,246.9,Funk;Pop
855,99,139,55/855.mp3,208.4,Funk;Pop
856,99,139,56/856.mp3,182.2,Funk;Pop
946,87,149,46/946.mp3,241.7,Ambient;Elektronika
947,87,149,47/947.mp3,182.4,Ambient;Elektronika
948,87,149,48/948.mp3,212.7,Elektronika
949,87,149,49/949.mp3,211.1,Elektronika
950,87,149,50/950.mp3,248.0,Elektronika;Techno
951,87,149,51/951.mp3,199.7,Ambient;Elektronika;Techno
952,87,149,52/952.mp3,291.1,Elektronika
953,87,149,53/953.mp3,181.9,Ambient;Elektronika
954,87,149,54/954.mp3,218.5,Ambient;Elektronika
955,87,149,55/955.mp3,217.5,Elektronika;Jazz
956,87,149,56/956.mp3,380.1,Ambient;Elektronika
957,87,149,57/957.mp3,239.8,Ambient;Elektronika
958,87,149,58/958.mp3,247.0,Ambient;Elektronika
1091,159,173,91/1091.mp3,138.1,Elektronika;Pop
1092,159,173,92/1092.mp3,437.3,Elektronika;Pop
1093,159,173,93/1093.mp3,237.3,Elektronika;Pop
1094,159,173,94/1094.mp3,271.6,Elektronika;Pop
1095,159,173,95/1095.mp3,312.1,Elektronika;Pop
1096,159,173,96/1096.mp3,749.3,Elektronika;Pop
1097,159,173,97/1097.mp3,354.1,Elektronika;Pop
1098,159,173,98/1098.mp3,494.3,Elektronika;Pop
1099,159,173,99/1099.mp3,522.6,Elektronika;Pop
1100,5,174,00/1100.mp3,309.0,Rock
1101,5,174,01/1101.mp3,293.1,Pop;Rock
1102,5,174,02/1102.mp3,280.8,Rock
1103,5,174,03/1103.mp3,234.8,Metal
1104,5,174,04/1104.mp3,241.3,Rock
1105,5,174,05/1105.mp3,255.1,Rock
1106,5,174,06/1106.mp3,160.1,Pop;Rock
1107,5,174,07/1107.mp3,160.3,Rock
1108,5,174,08/1108.mp3,221.4,Rock
1161,159,180,61/1161.mp3,323.0,Elektronika;Pop
1260,209,196,60/1260.mp3,129.0,Pop
1261,209,196,61/1261.mp3,223.2,Pop
1262,209,196,62/1262.mp3,209.5,Pop
1263,209,196,63/1263.mp3,256.0,Pop
1264,209,196,64/1264.mp3,206.2,Pop
1265,209,196,65/1265.mp3,115.2,Pop
1266,209,196,66/1266.mp3,285.6,Pop
1267,209,196,67/1267.mp3,87.0,Pop
1268,209,196,68/1268.mp3,235.9,Klasyczna
1269,209,196,69/1269.mp3,180.0,Elektronika
1271,209,196,71/1271.mp3,116.5,Rock
1286,193,198,86/1286.mp3,312.6,Elektronika;Rock
1287,193,198,87/1287.mp3,260.5,Elektronika;Rock
1288,193,198,88/1288.mp3,268.9,Elektronika;Rock
1289,193,198,89/1289.mp3,310.5,Rock
1290,193,198,90/1290.mp3,49.5,Elektronika;Rock
1291,193,198,91/1291.mp3,211.2,Elektronika;Rock
1292,193,198,92/1292.mp3,224.1,Elektronika;Rock
1293,193,198,93/1293.mp3,127.9,Elektronika;Rock
1294,193,198,94/1294.mp3,396.0,Rock
1332,224,204,32/1332.mp3,292.6,Elektronika
1333,224,204,33/1333.mp3,212.1,Elektronika
1334,224,204,34/1334.mp3,171.2,Elektronika
1336,224,204,36/1336.mp3,330.5,Elektronika
1341,224,204,41/1341.mp3,235.0,Elektronika
1556,256,230,56/1556.mp3,294.6,Elektronika
1603,247,237,03/1603.mp3,194.5,Elektronika
1604,247,237,04/1604.mp3,277.0,Elektronika
1606,247,237,06/1606.mp3,249.2,Elektronika
1729,264,252,29/1729.mp3,270.2,Pop;Rock
1730,264,252,30/1730.mp3,282.0,Pop;Rock
1731,264,252,31/1731.mp3,333.1,Pop;Rock
1732,264,252,32/1732.mp3,220.1,Pop;Rock
1733,264,252,33/1733.mp3,348.5,Pop;Rock
1736,119,253,36/1736.mp3,256.2,Elektronika
1941,247,275,41/1941.mp3,269.2,Elektronika
1945,247,275,45/1945.mp3,288.1,Ambient
2011,316,308,11/2011.mp3,195.0,Elektronika
2079,314,327,79/2079.mp3,59.1,Elektronika
2080,314,327,80/2080.mp3,198.9,Elektronika
2081,314,327,81/2081.mp3,111.3,Elektronika;Funk
2082,314,327,82/2082.mp3,171.2,Elektronika
2083,314,327,83/2083.mp3,210.1,Elektronika
2084,314,327,84/2084.mp3,166.1,Elektronika
2085,314,327,85/2085.mp3,224.0,Elektronika
2164,326,347,64/2164.mp3,250.4,Ambient;Elektronika
2166,326,347,66/2166.mp3,242.9,Elektronika;Pop
2167,326,347,67/2167.mp3,302.9,Ambient
2168,326,347,68/2168.mp3,242.1,Elektronika
2169,326,347,69/2169.mp3,408.7,Ambient
2170,326,347,70/2170.mp3,293.8,Ambient;Elektronika
2171,326,347,71/2171.mp3,259.1,Elektronika
2172,326,347,72/2172.mp3,377.9,Elektronika;Klasyczna
2208,305,354,08/2208.mp3,217.8,Pop
2209,305,354,09/2209.mp3,217.1,Pop
2210,305,354,10/2210.mp3,225.3,Pop
2211,276,357,11/2211.mp3,292.9,Funk;Jazz
2212,276,357,12/2212.mp3,323.8,Funk;Jazz
2213,276,357,13/2213.mp3,242.4,Funk;Jazz
2214,276,357,14/2214.mp3,526.4,Funk;Jazz
2215,276,357,15/2215.mp3,281.1,Funk;Jazz
2216,276,357,16/2216.mp3,440.5,Funk;Jazz
2217,276,357,17/2217.mp3,285.9,Funk;Jazz
2218,276,357,18/2218.mp3,443.8,Funk;Jazz
2240,332,362,40/2240.mp3,649.0,Elektronika
2241,332,362,41/2241.mp3,262.1,Elektronika
2242,332,362,42/2242.mp3,311.0,Elektronika
2243,332,362,43/2243.mp3,575.5,Ambient
2244,332,362,44/2244.mp3,698.1,Ambient
2245,332,362,45/2245.mp3,60.1,Ambient
2246,332,362,46/2246.mp3,600.7,Ambient
2247,332,363,47/2247.mp3,212.6,Elektronika
2249,332,363,49/2249.mp3,174.4,Jazz
2250,332,363,50/2250.mp3,344.5,Ambient
2252,332,363,52/2252.mp3,414.2,Ambient
2253,332,363,53/2253.mp3,60.1,Ambient
2261,320,366,61/2261.mp3,242.4,Rock
2262,320,366,62/2262.mp3,234.2,Rock
2263,320,366,63/2263.mp3,494.7,Rock
2264,320,366,64/2264.mp3,835.4,Rock
2465,284,387,65/2465.mp3,624.7,Elektronika
2533,284,397,33/2533.mp3,451.9,Elektronika
2536,284,397,36/2536.mp3,609.6,Elektronika
2615,287,408,15/2615.mp3,586.3,Elektronika
2618,287,408,18/2618.mp3,631.7,Elektronika
2620,287,408,20/2620.mp3,538.6,Elektronika
2634,379,412,34/2634.mp3,62.4,Folk
2635,379,412,35/2635.mp3,145.2,Folk
2636,379,412,36/2636.mp3,152.6,Folk
2637,379,412,37/2637.mp3,160.8,Folk
2639,379,412,39/2639.mp3,97.1,Folk
2641,379,412,41/2641.mp3,68.2,Folk
2644,379,412,44/2644.mp3,166.0,Folk
2645,379,412,45/2645.mp3,93.5,Folk
2652,379,412,52/2652.mp3,62.1,Folk
2653,379,412,53/2653.mp3,133.5,Folk
2832,289,440,32/2832.mp3,586.1,Elektronika
2833,289,440,33/2833.mp3,357.6,Elektronika
2834,289,440,34/2834.mp3,277.7,Elektronika
2835,289,440,35/2835.mp3,352.8,Elektronika
2836,289,440,36/2836.mp3,482.6,Elektronika
2837,289,440,37/2837.mp3,356.7,Elektronika
2854,290,443,54/2854.mp3,294.9,Elektronika
2855,290,443,55/2855.mp3,247.2,Elektronika
2856,290,443,56/2856.mp3,257.0,Elektronika
2857,290,443,57/2857.mp3,249.3,Elektronika
2858,290,443,58/2858.mp3,300.5,Elektronika
2859,290,443,59/2859.mp3,240.1,Elektronika
2860,290,443,60/2860.mp3,234.8,Elektronika
2861,290,443,61/2861.mp3,278.6,Elektronika
2862,290,443,62/2862.mp3,299.3,Elektronika
2863,290,443,63/2863.mp3,275.6,Elektronika
2864,290,443,64/2864.mp3,354.4,Elektronika
2967,441,460,67/2967.mp3,259.4,Folk;Pop
2970,441,460,70/2970.mp3,175.4,Ambient
2971,441,460,71/2971.mp3,239.0,Folk;Pop
2972,441,460,72/2972.mp3,239.7,Folk;Pop
3097,486,482,97/3097.mp3,192.2,Pop
3098,486,482,98/3098.mp3,170.0,Pop
3099,486,482,99/3099.mp3,190.2,Pop
